"ProteinId"	"FullName"	"Similariry"	"EC"	"CAZy_HMMER"	"CAZy_Hotpep"	"CAZy_DIAMOND"	"Signalp"
"KAF7793026.1"	"Kynureninase"	"Belongs to the kynureninase family"	"3.7.1.3"	NA	NA	NA	NA
"KAF7793026.1"	"Kynureninase"	"Belongs to the kynureninase family"	"3.7.1.3"	NA	NA	NA	NA
"KAF7793029.1"	"AP complex subunit beta"	"Belongs to the adaptor complexes large subunit family"	NA	NA	NA	NA	NA
"KAF7793034.1"	NA	NA	NA	"N"	"N"	"CE3"	"N"
"KAF7793035.1"	NA	"Belongs to the pirin family"	NA	NA	NA	NA	NA
"KAF7793036.1"	"Alternative oxidase"	"Belongs to the alternative oxidase family"	"1.-.-.-"	NA	NA	NA	NA
"KAF7793037.1"	NA	NA	NA	"AA1_2(2-271)"	"AA1"	"AA1_2"	"N"
"KAF7793045.1"	NA	"Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB/NOP family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7793073.1"	NA	"Belongs to the DEAD box helicase family"	NA	NA	NA	NA	NA
"KAF7793080.1"	"Succinyl-CoA:3-ketoacid-coenzyme A transferase"	"Belongs to the 3-oxoacid CoA-transferase family"	"2.8.3.5"	NA	NA	NA	NA
"KAF7793084.1"	NA	NA	NA	"GH5_9(331-638)"	"GH5"	"GH5_9"	"N"
"KAF7793086.1"	NA	NA	NA	"GH55(41-762)"	"GH0+GH55"	"GH55"	"Y(1-24)"
"KAF7793094.1"	"Phospholipid scramblase"	"Belongs to the phospholipid scramblase family"	NA	NA	NA	NA	NA
"KAF7793104.1"	"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase"	NA	"2.4.1.258"	NA	NA	NA	NA
"KAF7793108.1"	"Aspartate aminotransferase"	NA	"2.6.1.1"	NA	NA	NA	NA
"KAF7793112.1"	NA	"Belongs to the glycosyl hydrolase 5 (cellulase A) family"	NA	"GH5_50(158-439)"	"N"	"GH5_50"	"N"
"KAF7793117.1"	NA	"Belongs to the thiolase-like superfamily. Thiolase family"	NA	NA	NA	NA	NA
"KAF7793118.1"	NA	"Belongs to the Nudix hydrolase family"	NA	NA	NA	NA	NA
"KAF7793122.1"	NA	NA	NA	"GH13_22(98-499)+GH13_22(1153-1619)"	"GT5"	"GH13_22+GT5"	"Y(1-20)"
"KAF7793124.1"	NA	"Belongs to the class I-like SAM-binding methyltransferase superfamily. Trm1 family"	"2.1.1.216"	NA	NA	NA	NA
"KAF7793126.1"	"mRNA cleavage and polyadenylation factor"	"Belongs to the Clp1 family. Clp1 subfamily"	NA	NA	NA	NA	NA
"KAF7793130.1"	NA	"Belongs to the class-I aminoacyl-tRNA synthetase family"	NA	"N"	"N"	"GT22"	"N"
"KAF7793141.1"	"DNA-(apurinic or apyrimidinic site) endonuclease"	"Belongs to the DNA repair enzymes AP/ExoA family"	"3.1.-.-"	NA	NA	NA	NA
"KAF7793143.1"	NA	NA	NA	"AA3_2(1-283)"	"N"	"N"	"N"
"KAF7793151.1"	"Mannosyltransferase"	"Belongs to the glycosyltransferase 22 family"	"2.4.1.-"	"GT22(2-278)"	"GT22"	"N"	"N"
"KAF7793156.1"	"ATP-dependent DNA helicase"	"Belongs to the DEAD box helicase family. DEAH subfamily. FANCM sub-subfamily"	"3.6.4.12"	NA	NA	NA	NA
"KAF7793157.1"	NA	NA	NA	"AA5_1(442-899)"	"AA5"	"AA5_1"	"N"
"KAF7793160.1"	NA	"Belongs to the universal ribosomal protein uS13 family"	NA	NA	NA	NA	NA
"KAF7793166.1"	NA	NA	NA	"GH47(24-225)"	"N"	"N"	"N"
"KAF7793168.1"	"alpha-1,2-Mannosidase"	"Belongs to the glycosyl hydrolase 47 family"	"3.2.1.-"	"GH47(93-576)"	"GH47"	"GH47"	"N"
"KAF7793170.1"	"Ubiquitin thioesterase OTU1"	NA	"3.4.19.12"	NA	NA	NA	NA
"KAF7793173.1"	"Citrate synthase"	"Belongs to the citrate synthase family"	NA	NA	NA	NA	NA
"KAF7793177.1"	"DNA primase large subunit"	"Belongs to the eukaryotic-type primase large subunit family"	NA	NA	NA	NA	NA
"KAF7793178.1"	NA	"Belongs to the CDP-alcohol phosphatidyltransferase class-I family"	NA	NA	NA	NA	NA
"KAF7793182.1"	"CDP-diacylglycerol--inositol 3-phosphatidyltransferase"	"Belongs to the CDP-alcohol phosphatidyltransferase class-I family"	"2.7.8.11"	NA	NA	NA	NA
"KAF7793182.1"	"CDP-diacylglycerol--inositol 3-phosphatidyltransferase"	"Belongs to the CDP-alcohol phosphatidyltransferase class-I family"	"2.7.8.11"	NA	NA	NA	NA
"KAF7793189.1"	NA	"Belongs to the DEAD box helicase family"	NA	NA	NA	NA	NA
"KAF7793201.1"	"Dolichyl-phosphate-mannose--protein mannosyltransferase"	"Belongs to the glycosyltransferase 39 family"	"2.4.1.109"	"GT39(143-246)"	"GT39"	"GT39"	"N"
"KAF7793210.1"	"RNA-dependent RNA polymerase"	"Belongs to the RdRP family"	"2.7.7.48"	NA	NA	NA	NA
"KAF7793211.1"	"RNA-dependent RNA polymerase"	"Belongs to the RdRP family"	"2.7.7.48"	NA	NA	NA	NA
"KAF7793212.1"	NA	NA	NA	"GT15(74-344)"	"GT15"	"GT15"	"N"
"KAF7793215.1"	"Protein transport protein sec16"	"Belongs to the SEC16 family"	NA	NA	NA	NA	NA
"KAF7793218.1"	NA	"Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family"	NA	"N"	"CBM57"	"N"	"N"
"KAF7793219.1"	"Transcription elongation factor 1 homolog"	"Belongs to the ELOF1 family"	NA	NA	NA	NA	NA
"KAF7793220.1"	"Kinesin-like protein"	"Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family"	NA	"N"	"CBM57"	"N"	"N"
"KAF7793220.1"	"Kinesin-like protein"	"Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family"	NA	"N"	"CBM57"	"N"	"N"
"KAF7793238.1"	"S-adenosylmethionine synthase"	"Belongs to the AdoMet synthase family"	"2.5.1.6"	NA	NA	NA	NA
"KAF7793246.1"	NA	NA	NA	"N"	"N"	"GT8"	"N"
"KAF7793267.1"	NA	"Belongs to the eIF-2B alpha/beta/delta subunits family"	NA	NA	NA	NA	NA
"KAF7793268.1"	"Tryptophan synthase"	NA	"4.2.1.20"	NA	NA	NA	NA
"KAF7793277.1"	"Amidophosphoribosyltransferase"	"In the C-terminal section; belongs to the purine/pyrimidine phosphoribosyltransferase family"	"2.4.2.14"	NA	NA	NA	NA
"KAF7793283.1"	"Fanconi-associated nuclease"	"Belongs to the FAN1 family"	"3.1.4.1"	NA	NA	NA	NA
"KAF7793287.1"	"Phospholipid-transporting ATPase"	"Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily"	"7.6.2.1"	NA	NA	NA	NA
"KAF7793302.1"	NA	"Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. Septin GTPase family"	NA	NA	NA	NA	NA
"KAF7793311.1"	"Phosphatidylserine decarboxylase proenzyme 1, mitochondrial"	"Belongs to the phosphatidylserine decarboxylase family. PSD-B subfamily. Eukaryotic type I sub-subfamily"	"4.1.1.65"	NA	NA	NA	NA
"KAF7793313.1"	"Branched-chain-amino-acid aminotransferase"	"Belongs to the class-IV pyridoxal-phosphate-dependent aminotransferase family"	"2.6.1.42"	NA	NA	NA	NA
"KAF7793313.1"	"Branched-chain-amino-acid aminotransferase"	"Belongs to the class-IV pyridoxal-phosphate-dependent aminotransferase family"	"2.6.1.42"	NA	NA	NA	NA
"KAF7793319.1"	"Mediator of RNA polymerase II transcription subunit 21"	"Belongs to the Mediator complex subunit 21 family"	NA	NA	NA	NA	NA
"KAF7793324.1"	NA	"Belongs to the cullin family"	NA	NA	NA	NA	NA
"KAF7793324.1"	NA	"Belongs to the cullin family"	NA	NA	NA	NA	NA
"KAF7793327.1"	NA	NA	NA	"AA4(39-271)"	"N"	"N"	"N"
"KAF7793328.1"	NA	"Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7793333.1"	"Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex"	"Belongs to the 2-oxoacid dehydrogenase family"	"2.3.1.-"	NA	NA	NA	NA
"KAF7793339.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	"N"	"N"	"GT95"	"N"
"KAF7793358.1"	NA	"Belongs to the SNAP family"	NA	NA	NA	NA	NA
"KAF7793359.1"	"Phosphoacetylglucosamine mutase"	"Belongs to the phosphohexose mutase family"	"5.4.2.3"	NA	NA	NA	NA
"KAF7793368.1"	"Glycine cleavage system P protein"	"Belongs to the GcvP family"	"1.4.4.2"	NA	NA	NA	NA
"KAF7793374.1"	"Mitochondrial intermediate peptidase"	"Belongs to the peptidase M3 family"	"3.4.24.59"	NA	NA	NA	NA
"KAF7793377.1"	NA	NA	NA	"N"	"N"	"GH71"	"N"
"KAF7793378.1"	NA	NA	NA	"GT8(6-228)"	"GT8"	"GT8"	"N"
"KAF7793382.1"	"Inositol-pentakisphosphate 2-kinase"	NA	"2.7.1.158"	NA	NA	NA	NA
"KAF7793385.1"	"DNA-directed RNA polymerase subunit beta"	"Belongs to the RNA polymerase beta chain family"	"2.7.7.6"	"N"	"N"	"GT7"	"N"
"KAF7793385.1"	"DNA-directed RNA polymerase subunit beta"	"Belongs to the RNA polymerase beta chain family"	"2.7.7.6"	"N"	"N"	"GT7"	"N"
"KAF7793395.1"	NA	NA	NA	"GT8(4-285)"	"N"	"N"	"N"
"KAF7793399.1"	"SURF1-like protein"	"Belongs to the SURF1 family"	NA	NA	NA	NA	NA
"KAF7793411.1"	NA	"Belongs to the arginase family"	NA	NA	NA	NA	NA
"KAF7793411.1"	NA	"Belongs to the arginase family"	NA	NA	NA	NA	NA
"KAF7793413.1"	NA	"Belongs to the BI1 family"	NA	NA	NA	NA	NA
"KAF7793425.1"	"Cytosolic Fe-S cluster assembly factor CFD1"	"Belongs to the Mrp/NBP35 ATP-binding proteins family. NUBP2/CFD1 subfamily"	NA	NA	NA	NA	NA
"KAF7793440.1"	"Bis(5'-adenosyl)-triphosphatase"	NA	"3.6.1.29"	NA	NA	NA	NA
"KAF7793442.1"	NA	"Belongs to the zinc-containing alcohol dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7793445.1"	NA	"Belongs to the zinc-containing alcohol dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7793455.1"	"Mannosyltransferase"	"Belongs to the glycosyltransferase 22 family"	"2.4.1.-"	"GT22(58-539)"	"GT22"	"GT22"	"N"
"KAF7793460.1"	"Methionine aminopeptidase"	"Belongs to the peptidase M24A family"	"3.4.11.18"	NA	NA	NA	NA
"KAF7793463.1"	"Carboxylic ester hydrolase"	"Belongs to the type-B carboxylesterase/lipase family"	"3.1.1.-"	NA	NA	NA	NA
"KAF7793476.1"	"Tubulin-specific chaperone A"	"Belongs to the TBCA family"	NA	NA	NA	NA	NA
"KAF7793477.1"	"Mediator of RNA polymerase II transcription subunit 11"	"Belongs to the Mediator complex subunit 11 family"	NA	NA	NA	NA	NA
"KAF7793479.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7793480.1"	"Mitochondrial pyruvate carrier"	"Belongs to the mitochondrial pyruvate carrier (MPC) (TC 2.A.105) family"	NA	NA	NA	NA	NA
"KAF7793486.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7793495.1"	"Xylulose kinase"	"Belongs to the FGGY kinase family"	"2.7.1.17"	NA	NA	NA	NA
"KAF7793501.1"	"Methylenetetrahydrofolate reductase"	"Belongs to the methylenetetrahydrofolate reductase family"	"1.5.1.20"	NA	NA	NA	NA
"KAF7793510.1"	"Serine/threonine-protein kinase TOR"	"Belongs to the PI3/PI4-kinase family"	"2.7.11.1"	NA	NA	NA	NA
"KAF7793512.1"	"Actin-related protein 8"	"Belongs to the actin family"	NA	NA	NA	NA	NA
"KAF7793512.1"	"Actin-related protein 8"	"Belongs to the actin family"	NA	NA	NA	NA	NA
"KAF7793522.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7793524.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7793529.1"	NA	NA	NA	"AA3_3(7-587)"	"AA3"	"AA3_3"	"N"
"KAF7793533.1"	"U3 small nucleolar RNA-associated protein 10"	"Belongs to the HEATR1/UTP10 family"	NA	NA	NA	NA	NA
"KAF7793549.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7793553.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7793556.1"	"Transcription initiation factor IIE subunit beta"	"Belongs to the TFIIE beta subunit family"	NA	NA	NA	NA	NA
"KAF7793558.1"	"ATP-dependent DNA helicase"	"Belongs to the helicase family"	"3.6.4.12"	NA	NA	NA	NA
"KAF7793562.1"	"Dipeptidase"	"Belongs to the metallo-dependent hydrolases superfamily. Peptidase M19 family"	"3.4.13.19"	NA	NA	NA	NA
"KAF7793579.1"	NA	"Belongs to the GST superfamily"	NA	NA	NA	NA	NA
"KAF7793592.1"	"Phospho-2-dehydro-3-deoxyheptonate aldolase"	"Belongs to the class-II DAHP synthase family"	"2.5.1.54"	NA	NA	NA	NA
"KAF7793598.1"	"NADH-cytochrome b5 reductase"	"Belongs to the flavoprotein pyridine nucleotide cytochrome reductase family"	"1.6.2.2"	NA	NA	NA	NA
"KAF7793636.1"	"Fe-S cluster assembly protein DRE2"	"Belongs to the anamorsin family"	NA	NA	NA	NA	NA
"KAF7793643.1"	"AP complex subunit sigma"	"Belongs to the adaptor complexes small subunit family"	NA	NA	NA	NA	NA
"KAF7793655.1"	"Glutamine synthetase"	"Belongs to the glutamine synthetase family"	"6.3.1.2"	NA	NA	NA	NA
"KAF7793663.1"	NA	"Belongs to the zinc-containing alcohol dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7793664.1"	NA	"Belongs to the zinc-containing alcohol dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7793672.1"	NA	NA	NA	"GT32(83-161)"	"GT32"	"GT32"	"Y(1-27)"
"KAF7793678.1"	"Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase"	"Belongs to the histidine acid phosphatase family. VIP1 subfamily"	"2.7.4.21"	NA	NA	NA	NA
"KAF7793678.1"	"Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase"	"Belongs to the histidine acid phosphatase family. VIP1 subfamily"	"2.7.4.24"	NA	NA	NA	NA
"KAF7793679.1"	NA	"Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IB subfamily"	NA	NA	NA	NA	NA
"KAF7793680.1"	"Spindle pole body component"	"Belongs to the TUBGCP family"	NA	NA	NA	NA	NA
"KAF7793696.1"	NA	"Belongs to the universal ribosomal protein uL22 family"	NA	NA	NA	NA	NA
"KAF7793697.1"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1"	"Belongs to the OST1 family"	NA	NA	NA	NA	NA
"KAF7793701.1"	"Mediator of RNA polymerase II transcription subunit 18"	"Belongs to the Mediator complex subunit 18 family"	NA	NA	NA	NA	NA
"KAF7793704.1"	NA	NA	NA	"GH16_2(317-673)"	"N"	"GH16_2"	"N"
"KAF7793706.1"	NA	"Belongs to the small heat shock protein (HSP20) family"	NA	NA	NA	NA	NA
"KAF7793709.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7793713.1"	NA	NA	NA	"GH74(87-191)"	"GH74+CBM1+CBM2"	"CBM1+GH74"	"Y(1-63)"
"KAF7793719.1"	"RNA-dependent RNA polymerase"	"Belongs to the RdRP family"	"2.7.7.48"	NA	NA	NA	NA
"KAF7793754.1"	"Phosphatidylserine decarboxylase proenzyme 2"	"Belongs to the phosphatidylserine decarboxylase family. PSD-B subfamily. Eukaryotic type II sub-subfamily"	"4.1.1.65"	NA	NA	NA	NA
"KAF7793775.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7793777.1"	NA	NA	NA	"GH63(616-1062)"	"GH0"	"GH0"	"N"
"KAF7793796.1"	"Spindle pole body component"	"Belongs to the TUBGCP family"	NA	NA	NA	NA	NA
"KAF7793813.1"	NA	"Belongs to the aldehyde dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7793815.1"	NA	NA	NA	"GH154(17-382)"	"GH154"	"GH154"	"N"
"KAF7793833.1"	NA	NA	NA	"AA3_2(2-386)"	"AA3"	"AA3_2"	"N"
"KAF7793840.1"	"Phosphatidylinositol 4-kinase"	"Belongs to the PI3/PI4-kinase family"	"2.7.1.67"	NA	NA	NA	NA
"KAF7793854.1"	NA	"Belongs to the PP2C family"	NA	NA	NA	NA	NA
"KAF7793857.1"	"Meiotic nuclear division protein 1"	"Belongs to the MND1 family"	NA	NA	NA	NA	NA
"KAF7793865.1"	"Probable electron transfer flavoprotein subunit alpha"	"Belongs to the ETF alpha-subunit/FixB family"	NA	NA	NA	NA	NA
"KAF7793870.1"	"Extracellular metalloproteinase"	"Belongs to the peptidase M36 family"	"3.4.24.-"	NA	NA	NA	NA
"KAF7793871.1"	"Extracellular metalloproteinase"	"Belongs to the peptidase M36 family"	"3.4.24.-"	NA	NA	NA	NA
"KAF7793872.1"	"Altered inheritance of mitochondria protein 24, mitochondrial"	"Belongs to the AIM24 family"	NA	NA	NA	NA	NA
"KAF7793903.1"	NA	"Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family"	NA	NA	NA	NA	NA
"KAF7793934.1"	NA	NA	NA	"GT2_Chitin_synth_1(381-555)+GT2_Chitin_synth_2(533-748)"	"GT2"	"GT2"	"N"
"KAF7793939.1"	NA	"Belongs to the small GTPase superfamily. Arf family"	NA	NA	NA	NA	NA
"KAF7793941.1"	"UV excision repair protein RAD23"	"Belongs to the RAD23 family"	NA	NA	NA	NA	NA
"KAF7793942.1"	"Lysophospholipase"	"Belongs to the lysophospholipase family"	"3.1.1.5"	NA	NA	NA	NA
"KAF7793942.1"	"Lysophospholipase"	"Belongs to the lysophospholipase family"	"3.1.1.-"	NA	NA	NA	NA
"KAF7793951.1"	NA	NA	NA	"GH16_1(49-292)"	"N"	"N"	"N"
"KAF7793952.1"	NA	"Belongs to the peptidase A1 family"	NA	NA	NA	NA	NA
"KAF7793953.1"	"Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase"	"Belongs to the very long-chain fatty acids dehydratase HACD family"	"4.2.1.134"	NA	NA	NA	NA
"KAF7793967.1"	NA	"Belongs to the BI1 family"	NA	NA	NA	NA	NA
"KAF7793969.1"	"Plasma membrane fusion protein PRM1"	"Belongs to the PRM1 family"	NA	NA	NA	NA	NA
"KAF7793973.1"	"Malate synthase"	"Belongs to the malate synthase family"	"2.3.3.9"	NA	NA	NA	NA
"KAF7793974.1"	"Protein GET1"	"Belongs to the WRB/GET1 family"	NA	NA	NA	NA	NA
"KAF7793980.1"	NA	NA	NA	"GH92(84-334)"	"GH92"	"GH92"	"N"
"KAF7793986.1"	NA	NA	"5.2.1.8"	NA	NA	NA	NA
"KAF7793990.1"	"Protein"	"Belongs to the TRAFAC class dynamin-like GTPase superfamily. GB1/RHD3 GTPase family. RHD3 subfamily"	"3.6.5.-"	NA	NA	NA	NA
"KAF7793990.1"	"Protein"	"Belongs to the TRAFAC class dynamin-like GTPase superfamily. GB1/RHD3 GTPase family"	"3.6.5.-"	NA	NA	NA	NA
"KAF7794001.1"	"DNA topoisomerase"	"Belongs to the type IA topoisomerase family"	"5.6.2.1"	NA	NA	NA	NA
"KAF7794003.1"	"ATP-citrate synthase"	"In the N-terminal section; belongs to the succinate/malate CoA ligase beta subunit family"	"2.3.3.8"	NA	NA	NA	NA
"KAF7794003.1"	"ATP-citrate synthase"	"In the C-terminal section; belongs to the succinate/malate CoA ligase alpha subunit family"	"2.3.3.8"	NA	NA	NA	NA
"KAF7794007.1"	NA	NA	NA	"AA6(5-200)"	"AA6"	"N"	"N"
"KAF7794008.1"	NA	NA	NA	"AA6(76-271)"	"AA6"	"N"	"N"
"KAF7794010.1"	"Glucose-6-phosphate isomerase"	"Belongs to the GPI family"	"5.3.1.9"	NA	NA	NA	NA
"KAF7794017.1"	"Eukaryotic translation initiation factor 3 subunit G"	"Belongs to the eIF-3 subunit G family"	NA	NA	NA	NA	NA
"KAF7794019.1"	NA	"Belongs to the trans-sulfuration enzymes family"	NA	NA	NA	NA	NA
"KAF7794031.1"	"Ammonium transporter"	"Belongs to the ammonia transporter channel (TC 1.A.11.2) family"	NA	NA	NA	NA	NA
"KAF7794054.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7794063.1"	NA	NA	NA	"GH44(261-694)"	"CBM2"	"GH44"	"Y(1-19)"
"KAF7794067.1"	NA	"Belongs to the universal ribosomal protein uL16 family"	NA	NA	NA	NA	NA
"KAF7794087.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7794115.1"	NA	"Belongs to the peroxisomal membrane protein PXMP2/4 family"	NA	NA	NA	NA	NA
"KAF7794117.1"	NA	"Belongs to the DEAD box helicase family"	NA	NA	NA	NA	NA
"KAF7794122.1"	"SAGA-associated factor 11"	"Belongs to the SGF11 family"	NA	NA	NA	NA	NA
"KAF7794127.1"	"Protein yippee-like"	"Belongs to the yippee family"	NA	NA	NA	NA	NA
"KAF7794134.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7794140.1"	NA	NA	NA	"GT15(80-350)"	"GT15"	"GT15"	"Y(1-23)"
"KAF7794142.1"	NA	NA	NA	"GT15(1-270)"	"GT15"	"GT15"	"N"
"KAF7794179.1"	"Eukaryotic translation initiation factor 3 subunit A"	"Belongs to the eIF-3 subunit A family"	NA	NA	NA	NA	NA
"KAF7794195.1"	NA	NA	NA	"GH16_1(1-219)+CBM13(248-336)"	"N"	"N"	"N"
"KAF7794202.1"	"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"	"Belongs to the FAD-dependent oxidoreductase 2 family. FRD/SDH subfamily"	"1.3.5.1"	NA	NA	NA	NA
"KAF7794229.1"	NA	NA	NA	"GH10(16-154)"	"N"	"N"	"N"
"KAF7794237.1"	NA	"Belongs to the glycosyl hydrolase 18 family"	"3.2.1.-"	"GH18(34-205)"	"N"	"N"	"N"
"KAF7794247.1"	NA	"Belongs to the HSF family"	NA	NA	NA	NA	NA
"KAF7794265.1"	NA	NA	NA	"GH16_1(122-315)"	"N"	"N"	"Y(1-19)"
"KAF7794266.1"	NA	NA	NA	"GH16_1(129-232)"	"N"	"N"	"Y(1-19)"
"KAF7794278.1"	"O-acyltransferase"	"Belongs to the membrane-bound acyltransferase family. Sterol o-acyltransferase subfamily"	NA	NA	NA	NA	NA
"KAF7794283.1"	NA	"Belongs to the glycosyl hydrolase 28 family"	"3.2.1.-"	NA	NA	NA	NA
"KAF7794284.1"	NA	"Belongs to the glycosyl hydrolase 28 family"	"3.2.1.-"	"GH28(37-310)"	"GH28"	"GH28"	"Y(1-21)"
"KAF7794294.1"	"E3 ubiquitin-protein ligase PEP5"	"Belongs to the VPS11 family"	"2.3.2.27"	NA	NA	NA	NA
"KAF7794299.1"	"Dolichyl-phosphate-mannose--protein mannosyltransferase"	"Belongs to the glycosyltransferase 39 family"	"2.4.1.109"	"GT39(64-305)"	"GT39"	"GT39"	"N"
"KAF7794312.1"	NA	"Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family"	NA	NA	NA	NA	NA
"KAF7794322.1"	"DNA polymerase"	"Belongs to the DNA polymerase type-B family"	"2.7.7.7"	NA	NA	NA	NA
"KAF7794325.1"	"Condensin complex subunit 2"	"Belongs to the CND2 (condensin subunit 2) family"	NA	NA	NA	NA	NA
"KAF7794338.1"	"ATP synthase subunit e, mitochondrial"	"Belongs to the ATPase e subunit family"	NA	NA	NA	NA	NA
"KAF7794344.1"	NA	"Belongs to the FPP/GGPP synthase family"	NA	NA	NA	NA	NA
"KAF7794352.1"	NA	"Belongs to the calreticulin family"	NA	NA	NA	NA	NA
"KAF7794373.1"	NA	NA	NA	"N"	"N"	"CBM12"	"Y(1-25)"
"KAF7794385.1"	"3,4-dihydroxy-2-butanone 4-phosphate synthase"	"Belongs to the DHBP synthase family"	"4.1.99.12"	NA	NA	NA	NA
"KAF7794386.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7794390.1"	"Histone H4"	"Belongs to the histone H4 family"	NA	NA	NA	NA	NA
"KAF7794391.1"	"Histone H3"	"Belongs to the histone H3 family"	NA	NA	NA	NA	NA
"KAF7794398.1"	NA	"Belongs to the ZIP transporter (TC 2.A.5) family"	NA	NA	NA	NA	NA
"KAF7794399.1"	NA	"Belongs to the ZIP transporter (TC 2.A.5) family"	NA	NA	NA	NA	NA
"KAF7794401.1"	"Nuclear pore complex protein Nup85"	"Belongs to the nucleoporin Nup85 family"	NA	NA	NA	NA	NA
"KAF7794404.1"	"alpha-1,2-Mannosidase"	"Belongs to the glycosyl hydrolase 47 family"	"3.2.1.-"	"GH47(67-568)"	"GH47"	"GH47"	"N"
"KAF7794405.1"	NA	"Belongs to the FGGY kinase family"	NA	NA	NA	NA	NA
"KAF7794412.1"	"Phosphatidylinositol transfer protein SFH5"	"Belongs to the SFH5 family"	NA	NA	NA	NA	NA
"KAF7794413.1"	NA	"Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IB subfamily"	NA	NA	NA	NA	NA
"KAF7794421.1"	"tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit TRM82"	"Belongs to the WD repeat TRM82 family"	NA	NA	NA	NA	NA
"KAF7794425.1"	"Histone H4"	"Belongs to the histone H4 family"	NA	NA	NA	NA	NA
"KAF7794429.1"	"alpha-1,2-Mannosidase"	"Belongs to the glycosyl hydrolase 47 family"	"3.2.1.-"	"GH47(5-317)"	"GH47"	"N"	"N"
"KAF7794433.1"	NA	"Belongs to the aldehyde dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7794441.1"	"Glutamine-dependent NAD(+) synthetase"	"In the C-terminal section; belongs to the NAD synthetase family"	"6.3.5.1"	NA	NA	NA	NA
"KAF7794444.1"	NA	"Belongs to the GMC oxidoreductase family"	NA	"AA3_2(115-370)"	"N"	"N"	"N"
"KAF7794457.1"	"Arginine biosynthesis bifunctional protein ArgJ, mitochondrial"	"Belongs to the ArgJ family"	NA	NA	NA	NA	NA
"KAF7794462.1"	NA	"Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family"	NA	"N"	"CBM57"	"N"	"N"
"KAF7794475.1"	"V-type proton ATPase subunit G"	"Belongs to the V-ATPase G subunit family"	NA	NA	NA	NA	NA
"KAF7794478.1"	NA	"Belongs to the universal ribosomal protein uS19 family"	NA	NA	NA	NA	NA
"KAF7794482.1"	NA	"Belongs to the universal ribosomal protein uS13 family"	NA	NA	NA	NA	NA
"KAF7794487.1"	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase"	"Belongs to the acireductone dioxygenase (ARD) family"	"1.13.11.54"	NA	NA	NA	NA
"KAF7794502.1"	"E3 ubiquitin ligase complex SCF subunit"	"Belongs to the SKP1 family"	NA	NA	NA	NA	NA
